run_id,experiment,relative_path,dataset,dataset_condition,is_augmented,model_arm,run_status,seed,planned_steps,actual_steps,selection_file,selected_checkpoint,evaluation_count,evidence_level,missing_artifacts
run-8b6ce1662994bd4c,levir_cc_decft_cw100_s20_lr1e6,experiments/levir_cc_decft_cw100_s20_lr1e6,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-a7af631d01e7c8fe,levir_cc_decft_cw100_s20_lr5e7,experiments/levir_cc_decft_cw100_s20_lr5e7,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-3cf5840d9368072c,levir_cc_decft_cw101_s10_lr1e6,experiments/levir_cc_decft_cw101_s10_lr1e6,levir_cc,levir_cc,False,CARD,completed,1111,10,10,,,0,config_only,best_snapshot_for_paper.json
run-c3eae9f527afb60a,levir_cc_decft_cw101_s10_lr5e7,experiments/levir_cc_decft_cw101_s10_lr5e7,levir_cc,levir_cc,False,CARD,completed,1111,10,10,,,0,config_only,best_snapshot_for_paper.json
run-7e20143e74590b89,levir_cc_decft_cw101_s20_lr1e6,experiments/levir_cc_decft_cw101_s20_lr1e6,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-0730ff5589037594,levir_cc_decft_cw101_s20_lr5e7,experiments/levir_cc_decft_cw101_s20_lr5e7,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-46b46bb4a3e8aaa4,levir_cc_decft_cw102_s10_lr1e6,experiments/levir_cc_decft_cw102_s10_lr1e6,levir_cc,levir_cc,False,CARD,completed,1111,10,10,,,0,config_only,best_snapshot_for_paper.json
run-35fbe2bf0a7f3bb6,levir_cc_decft_cw102_s10_lr5e7,experiments/levir_cc_decft_cw102_s10_lr5e7,levir_cc,levir_cc,False,CARD,completed,1111,10,10,,,0,config_only,best_snapshot_for_paper.json
run-6b4c04af12e4ac6d,levir_cc_decft_cw102_s20_lr1e6,experiments/levir_cc_decft_cw102_s20_lr1e6,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-1dbb2af286c1db27,levir_cc_decft_cw102_s20_lr5e7,experiments/levir_cc_decft_cw102_s20_lr5e7,levir_cc,levir_cc,False,CARD,completed,1111,20,20,,,0,config_only,best_snapshot_for_paper.json
run-a465680f41409b6d,levir_cc_mci_init_seed1111,experiments/levir_cc_mci_init_seed1111,levir_cc,levir_cc,False,CARD,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-43bfa973ab4cf1af,levir_cc_mci_init_seed2222,experiments/levir_cc_mci_init_seed2222,levir_cc,levir_cc,False,CARD,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-e941aa8f986164d6,levir_cc_mci_init_seed3333,experiments/levir_cc_mci_init_seed3333,levir_cc,levir_cc,False,CARD,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-5c60ce4dd5e2687b,levir_mci_7_5_val_pareto_locked,experiments/levir_mci_7_5_val_pareto_locked,levir_mci,levir_mci,False,other,unknown,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-28b7a9a99a2b300c,levir_mci_caption_finetune_from_weak_best,experiments/levir_mci_caption_finetune_from_weak_best,levir_mci,levir_mci,False,CARD,partial,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-6aa76fcca1c2ce01,levir_mci_card_baseline,experiments/levir_mci_card_baseline,levir_mci,levir_mci,False,CARD,partial,1111,10000,,,,0,config_only,best_snapshot_for_paper.json;git_info.txt
run-52ae404f7b83697a,levir_mci_card_mask_semantic,experiments/levir_mci_card_mask_semantic,levir_mci,levir_mci,False,other,partial,1111,10000,,/root/autodl-tmp/z1zy1/experiments/levir_mci_card_mask_semantic/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/levir_mci_card_mask_semantic/snapshots/levir_mci_card_mask_semantic_checkpoint_5000.pt,4,selection_and_test_record,git_info.txt
run-80f63533961ef130,levir_mci_masksemantic_caption_ft_cw103_norm_30_lr2e6,experiments/levir_mci_masksemantic_caption_ft_cw103_norm_30_lr2e6,levir_mci,levir_mci,False,CARD,partial,1111,30,,,,0,config_only,best_snapshot_for_paper.json;git_info.txt
run-adcae68cc7eb41a0,levir_mci_masksemantic_caption_ft_cw105_norm_30_lr2e6,experiments/levir_mci_masksemantic_caption_ft_cw105_norm_30_lr2e6,levir_mci,levir_mci,False,CARD,partial,1111,30,,,,0,config_only,best_snapshot_for_paper.json;git_info.txt
run-885425763e8ad20c,levir_mci_masksemantic_repro_seed1111,experiments/levir_mci_masksemantic_repro_seed1111,levir_mci,levir_mci,False,other,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-337ce77c354f7967,levir_mci_masksemantic_repro_seed1111_7_6_val_locked,experiments/levir_mci_masksemantic_repro_seed1111_7_6_val_locked,levir_mci,levir_mci,False,other,unknown,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json
run-cee67d710583e62f,levir_mci_masksemantic_repro_seed2222,experiments/levir_mci_masksemantic_repro_seed2222,levir_mci,levir_mci,False,other,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-37b8184ce93143d3,levir_mci_masksemantic_repro_seed2222_7_6_val_locked,experiments/levir_mci_masksemantic_repro_seed2222_7_6_val_locked,levir_mci,levir_mci,False,other,unknown,2222,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json
run-f37a26fe6a9ee7dc,levir_mci_masksemantic_repro_seed3333,experiments/levir_mci_masksemantic_repro_seed3333,levir_mci,levir_mci,False,other,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-d89b2b913252bd30,levir_mci_masksemantic_repro_seed3333_7_6_val_locked,experiments/levir_mci_masksemantic_repro_seed3333_7_6_val_locked,levir_mci,levir_mci,False,other,unknown,3333,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json
run-3d043f4615359f26,levir_mci_short_caption_ft_1000_lr01,experiments/levir_mci_short_caption_ft_1000_lr01,levir_mci,levir_mci,False,CARD,partial,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-a119dc0ea10c6436,levir_mci_short_caption_ft_500_lr01,experiments/levir_mci_short_caption_ft_500_lr01,levir_mci,levir_mci,False,CARD,partial,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-d0a33b425c2b9d47,levir_mci_short_ft_keep_mask0005,experiments/levir_mci_short_ft_keep_mask0005,levir_mci,levir_mci,False,other,partial,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-1191e8c2834aa59c,levir_mci_ultrashort_caption_ft_100_lr002,experiments/levir_mci_ultrashort_caption_ft_100_lr002,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-588a7ff6d8a6490d,levir_mci_ultrashort_caption_ft_100_lr005,experiments/levir_mci_ultrashort_caption_ft_100_lr005,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-01fab6f06fa2c47c,levir_mci_ultrashort_caption_ft_100_lr005_dense10,experiments/levir_mci_ultrashort_caption_ft_100_lr005_dense10,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-78bfb54b72966a6a,levir_mci_ultrashort_caption_ft_50_lr005,experiments/levir_mci_ultrashort_caption_ft_50_lr005,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-00c6b77e1b899e5e,levir_mci_ultrashort_caption_ft_80_lr003_dense10,experiments/levir_mci_ultrashort_caption_ft_80_lr003_dense10,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-60e47b97e6cc8541,levir_mci_ultrashort_caption_ft_80_lr004_dense10,experiments/levir_mci_ultrashort_caption_ft_80_lr004_dense10,levir_mci,levir_mci,False,CARD,partial,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-6bf2ec139a53b9d6,levir_mci_ultrashort_grid_reselect_strict_nearest,experiments/levir_mci_ultrashort_grid_reselect_strict_nearest,levir_mci,levir_mci,False,CARD,unknown,1111,0,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-947e6a9d83c3cfc8,levir_mci_wcsg_card_final,experiments/levir_mci_wcsg_card_final,levir_mci,levir_mci,False,other,unknown,1111,10000,,,,1,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-45c47ef0e5f69e16,levir_mci_weak_pd05_lm003_ls0005_noreweight,experiments/levir_mci_weak_pd05_lm003_ls0005_noreweight,levir_mci,levir_mci,False,other,unknown,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-a3d681a2a4bde804,levir_mci_weak_pd08_lm001_ls001_noreweight,experiments/levir_mci_weak_pd08_lm001_ls001_noreweight,levir_mci,levir_mci,False,other,unknown,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-991f25627341fe93,levir_mci_weak_pd08_lm003_ls001_noreweight,experiments/levir_mci_weak_pd08_lm003_ls001_noreweight,levir_mci,levir_mci,False,other,unknown,1111,10000,,,,4,test_record_without_selection,best_snapshot_for_paper.json;git_info.txt
run-6ca2245a424fdc55,second_cc_mci_pd05_lr1e4_seed1111,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr1e4_seed1111,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-c83e0609afdb07d1,second_cc_mci_pd05_lr1e4_seed2222,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr1e4_seed2222,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-5cab26d340c9d6bf,second_cc_mci_pd05_lr1e4_seed3333,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr1e4_seed3333,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-6efed3721a9b63a3,second_cc_mci_pd05_lr2e4_seed1111,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr2e4_seed1111,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-1ddc004cded3d329,second_cc_mci_pd05_lr2e4_seed2222,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr2e4_seed2222,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-fb2b605004d4c685,second_cc_mci_pd05_lr2e4_seed3333,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd05_lr2e4_seed3333,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-a75c6b1839470505,second_cc_mci_pd07_lr1e4_seed1111,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd07_lr1e4_seed1111,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-13e6892cc0f5662c,second_cc_mci_pd07_lr1e4_seed2222,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd07_lr1e4_seed2222,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-a696a7e2765c2c15,second_cc_mci_pd07_lr1e4_seed3333,experiments/mci_transfer_crossattn_matrix/second_cc_mci_pd07_lr1e4_seed3333,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-b4c2173ebb1c14f2,second_cc_scratch_pd05_lr2e4_seed1111,experiments/mci_transfer_crossattn_matrix/second_cc_scratch_pd05_lr2e4_seed1111,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-7e8aa12caab96e1f,second_cc_scratch_pd05_lr2e4_seed2222,experiments/mci_transfer_crossattn_matrix/second_cc_scratch_pd05_lr2e4_seed2222,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-e0a94106df0d581a,second_cc_scratch_pd05_lr2e4_seed3333,experiments/mci_transfer_crossattn_matrix/second_cc_scratch_pd05_lr2e4_seed3333,second_cc,SECOND-CC-AUG,True,semantic_cross_attention,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-ae0cf2f7964a6ef2,card_levir_cc_seed1111,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_cc_seed1111,levir_cc,levir_cc,False,CARD,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-1bd5ff39e736f145,card_levir_cc_seed2222,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_cc_seed2222,levir_cc,levir_cc,False,CARD,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-7d4cca8b9fd23a16,card_levir_cc_seed3333,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_cc_seed3333,levir_cc,levir_cc,False,CARD,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-965e9846657936e9,card_levir_mci_seed1111,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_mci_seed1111,levir_mci,levir_mci,False,CARD,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-ef8e160939028376,card_levir_mci_seed2222,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_mci_seed2222,levir_mci,levir_mci,False,CARD,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-23220e1bbbeaa63a,card_levir_mci_seed3333,experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_mci_seed3333,levir_mci,levir_mci,False,CARD,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_mci_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/paired_card_rsaca_whole_gate_v1/card/card_levir_mci_seed3333/snapshots/card_levir_mci_seed3333_checkpoint_9000.pt,1,selection_and_test_record,
run-79d8a634f31608d0,card_second_cc_seed1111,experiments/paired_card_rsaca_whole_gate_v1/card/card_second_cc_seed1111,second_cc,SECOND-CC-AUG,True,CARD,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-f5473d5e05e49674,rsaca_levir_cc_seed1111,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_cc_seed1111,levir_cc,levir_cc,False,RSACA,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-8d9d3418b95531e2,rsaca_levir_cc_seed2222,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_cc_seed2222,levir_cc,levir_cc,False,RSACA,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-af5c9dfbfae62831,rsaca_levir_cc_seed3333,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_cc_seed3333,levir_cc,levir_cc,False,RSACA,completed,3333,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-7baf180c85ffa54d,rsaca_levir_mci_seed1111,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_mci_seed1111,levir_mci,levir_mci,False,RSACA,completed,1111,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-25243f3f999d62e5,rsaca_levir_mci_seed2222,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_mci_seed2222,levir_mci,levir_mci,False,RSACA,completed,2222,10000,10000,,,0,config_only,best_snapshot_for_paper.json
run-584abd764f127e43,rsaca_levir_mci_seed3333,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_mci_seed3333,levir_mci,levir_mci,False,RSACA,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_mci_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_levir_mci_seed3333/snapshots/rsaca_levir_mci_seed3333_checkpoint_6000.pt,1,selection_and_test_record,
run-85a56d2264ee353e,rsaca_second_cc_seed1111,experiments/paired_card_rsaca_whole_gate_v1/rsaca/rsaca_second_cc_seed1111,second_cc,SECOND-CC-AUG,True,RSACA,failed,1111,10000,,,,0,config_only,best_snapshot_for_paper.json
run-661d48e996faefcd,unified_rsaca_levir_cc_seed1111,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed1111,levir_cc,levir_cc,False,RSACA,completed,1111,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed1111/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed1111/snapshots/unified_rsaca_levir_cc_seed1111_checkpoint_7000.pt,1,selection_and_test_record,
run-b28061c642e20dab,unified_rsaca_levir_cc_seed2222,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed2222,levir_cc,levir_cc,False,RSACA,completed,2222,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed2222/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed2222/snapshots/unified_rsaca_levir_cc_seed2222_checkpoint_8000.pt,1,selection_and_test_record,
run-b6fc1f461fd1f65a,unified_rsaca_levir_cc_seed3333,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed3333,levir_cc,levir_cc,False,RSACA,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_cc_seed3333/snapshots/unified_rsaca_levir_cc_seed3333_checkpoint_10000.pt,1,selection_and_test_record,
run-eead873c9873297b,unified_rsaca_levir_mci_seed1111,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed1111,levir_mci,levir_mci,False,RSACA,completed,1111,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed1111/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed1111/snapshots/unified_rsaca_levir_mci_seed1111_checkpoint_7000.pt,1,selection_and_test_record,
run-d2c68bfc41ce8508,unified_rsaca_levir_mci_seed2222,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed2222,levir_mci,levir_mci,False,RSACA,completed,2222,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed2222/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed2222/snapshots/unified_rsaca_levir_mci_seed2222_checkpoint_9000.pt,1,selection_and_test_record,
run-ec8ff65baf753c1b,unified_rsaca_levir_mci_seed3333,experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed3333,levir_mci,levir_mci,False,RSACA,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_levir_mci_seed3333/snapshots/unified_rsaca_levir_mci_seed3333_checkpoint_8000.pt,1,selection_and_test_record,
run-e109152cf767ccf4,unified_rsaca_second_cc_seed1111,experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed1111,second_cc,SECOND-CC-AUG,True,RSACA,completed,1111,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed1111/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed1111/snapshots/unified_rsaca_second_cc_seed1111_checkpoint_9000.pt,1,selection_and_test_record,
run-c43ed755647f4da6,unified_rsaca_second_cc_seed2222,experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed2222,second_cc,SECOND-CC-AUG,True,RSACA,completed,2222,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed2222/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed2222/snapshots/unified_rsaca_second_cc_seed2222_checkpoint_9000.pt,1,selection_and_test_record,
run-7338d7c86d5de192,unified_rsaca_second_cc_seed3333,experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed3333,second_cc,SECOND-CC-AUG,True,RSACA,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1/unified_rsaca_second_cc_seed3333/snapshots/unified_rsaca_second_cc_seed3333_checkpoint_10000.pt,1,selection_and_test_record,
run-9b4a6c282d257046,unified_rsaca_levir_cc_seed1111,experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control/unified_rsaca_levir_cc_seed1111,levir_cc,levir_cc,False,RSACA,unknown,1111,10000,,,,0,config_only,best_snapshot_for_paper.json
run-9132ed9f9419de1f,unified_rsaca_levir_cc_seed1111,experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed1111,levir_cc,levir_cc,False,RSACA,completed,1111,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed1111/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed1111/snapshots/unified_rsaca_levir_cc_seed1111_checkpoint_9000.pt,1,selection_and_test_record,
run-5f668cf178e6e6c5,unified_rsaca_levir_cc_seed2222,experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed2222,levir_cc,levir_cc,False,RSACA,completed,2222,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed2222/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed2222/snapshots/unified_rsaca_levir_cc_seed2222_checkpoint_9000.pt,1,selection_and_test_record,
run-e625cecfe4e44823,unified_rsaca_levir_cc_seed3333,experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed3333,levir_cc,levir_cc,False,RSACA,completed,3333,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed3333/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_levir_cc_new_masks_matched_control_retry_20260826/unified_rsaca_levir_cc_seed3333/snapshots/unified_rsaca_levir_cc_seed3333_checkpoint_8000.pt,1,selection_and_test_record,
run-5509087e52c0bf02,unified_rsaca_levir_cc_seed1111,experiments/reliability_sparse_rsaca_v1_new_masks_20260821/unified_rsaca_levir_cc_seed1111,levir_cc,levir_cc,False,RSACA,completed,1111,10000,10000,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_new_masks_20260821/unified_rsaca_levir_cc_seed1111/best_snapshot_for_paper.json,/root/autodl-tmp/z1zy1/experiments/reliability_sparse_rsaca_v1_new_masks_20260821/unified_rsaca_levir_cc_seed1111/snapshots/unified_rsaca_levir_cc_seed1111_checkpoint_10000.pt,1,selection_and_test_record,
